Health C_1,BHCMIS Org,BPHC Assig,Site Name,Site Addre,Site City,Site State,Geocoding,Geocodin_1
H80CS01442,911810,BPS-H80-004064,Homeless Medical - Mobile Unit,2101 Alexian Dr Ste D,San Jose,CA,-121.84812,37.3593942
H80CS01139,107170,BPS-H80-015445,PCHS - KENAI MEDICAL AND BEHAVIORAL HEALTH CENTER,805 Frontage Rd,Kenai,AK,-151.2577088,60.55426249
H80CS00733,90250,BPS-H80-004224,WINTERHAVEN CLINIC,2133 Winterhaven Dr,Winterhaven,CA,-114.6357812,32.73859012
H80CS00641,63730,BPS-H80-001362,BOSTON MOUNTAIN RURAL HLTH CTR,HC 31 BOX 310,Deer,AR,-93.24859998,35.86146001
H80CS28202,04E01125,BPS-H80-014684,Cardinal Valley HealthFirst Bluegrass School Clinic,218 Mandalay Rd,Lexington,KY,-84.54410426,38.05467789
H80CS00007,20020,BPS-H80-030832,Temporary Site-JAMS Hotel,157 W 47th St,New York,NY,-73.98374738,40.75886773
H80CS04289,619490,BPS-H80-009390,Lone Star Circle of Care at Texas A&amp;M Health Science Center,3950 N A W Grimes Blvd Bldg 2,Round Rock,TX,-97.64574748,30.55762202
H80CS00055,100700,BPS-H80-028236,White Bird Clinic Crisis Services,990 W 7th Ave,Eugene,OR,-123.1077195,44.05213975
H80CS08784,537600,BPS-H80-027487,School District of Washburn- Washburn Elementary,411 W 8th St,Washburn,WI,-90.89887684,46.67709169
H80CS07914,218870,BPS-H80-010400,Woodstock Hotel (Project Find),127 W 43rd St,New York,NY,-73.98498967,40.75611725
H80CS00293,45630,BPS-H80-018922,Kintegra Customer Support,1385 E Garrison Blvd,Gastonia,NC,-81.16049354,35.25273988
H80CS00115,53210,BPS-H80-011953,Erie Division Street Health Center,2418 W Division St,Chicago,IL,-87.687715,41.90302752
H80CS04434,1012860,BPS-H80-012862,Ilanka Community Health Center,705 2nd St,Cordova,AK,-145.7572368,60.54281291
H80CS29004,05E01170,BPS-H80-018632,Howard Brown Health Center-Sunnyside,1025 W Sunnyside Ave,Chicago,IL,-87.65576998,41.96354248
H80CS00445,101020,BPS-H80-018504,Sea Mar CHC - Tacoma S. Cedar St.,3712 S Cedar St,Tacoma,WA,-122.4764611,47.2237745
H80CS33794,09E01300,BPS-H80-032484,Angeles Community Health Center - 7th Street - Fl 4,1919 W 7th St Fl 4,Los Angeles,CA,-118.2751067,34.05572754
H80CS08781,627930,BPS-H80-030655,Genesis PrimeCare Marshall Family #2,622 S Grove St,Marshall,TX,-94.37170359,32.53857445
H80CS00097,44310,BPS-H80-007915,North County Healthcare Center,1949 Northgate Blvd,Sarasota,FL,-82.53176898,27.37212749
H80CS00613,10810,BPS-H80-006881,PROSPECT HOUSE,392 Prospect St,Bridgeport,CT,-73.19594286,41.17190269
H80CS10592,3.00E+61,BPS-H80-011881,HCHC Stone Port,1380 Little Sorrell Dr Ste 100,Harrisonburg,VA,-78.86646255,38.41414679
H80CS00521,24490,BPS-H80-004964,North Hudson Community Action Corporation Health Center @ North Bergen,1116 43rd St,North Bergen,NJ,-74.02681176,40.77995061
H80CS00401,33090,BPS-H80-009418,Cornerstone Care Community Mobile Health Center,7 Glassworks Rd,Greensboro,PA,-79.9151694,39.80062589
H80CS00359,90210,BPS-H80-007300,BILL WILSON CENTER,3490 The Alameda,Santa Clara,CA,-121.9418262,37.35373135
H80CS00020,41960,BPS-H80-028089,ARMS Wenonah Health Center,2800 Wilson Rd SW,Birmingham,AL,-86.88509974,33.45303149
H80CS00299,612230,BPS-H80-014764,Health Point ABC,1602 Rock Prairie Rd Ste 300,College Station,TX,-96.28832902,30.58120898
H80CS00843,37920,BPS-H80-002911,RITCHIE COUNTY SCHOOL HEALTH CTR,107 School St,Ellenboro,WV,-81.05522152,39.26773447
H80CS00138,90780,BPS-H80-014346,"Community Medical Centers, Waterloo",1031 Waterloo Rd,Stockton,CA,-121.272409,37.9672538
H80CS30749,04E01256,BPS-H80-019420,Osceola Community Health Services at Intercession City,1703 Business Center Ln,Kissimmee,FL,-81.481959,28.2532013
H80CS04211,213350,BPS-H80-032325,Zufall Health Plainsboro,1 Plainsboro Rd,Plainsboro,NJ,-74.62379404,40.34012499
H80CS00494,10860,BPS-H80-002424,"North Shore Community Health, Inc.",27 Congress St Ste 504,Salem,MA,-70.88620618,42.51581099
H80CS02323,614350,BPS-H80-032340,Community Action Health Center,700 N Flournoy Rd,Alice,TX,-98.04736974,27.75903782
H80CS00226,91160,BPS-H80-011091,PV High School,500 Harkins Slough Rd Rm B110C,Watsonville,CA,-121.7912766,36.91241274
H80CS00867,613350,BPS-H80-017809,Plaquemine High School SBHC,59595 Belleview Rd,Plaquemine,LA,-91.25093195,30.2634673
H80CS02325,912090,BPS-H80-021353,Family Resource Center,25 N 14th St Ste 140,San Jose,CA,-121.8774919,37.34289514
H80CS00451,92160,BPS-H80-031360,HKH Waimea Clinic (Dawson),67-1123 Mamalahoa Hwy Ste 134,Kamuela,HI,-155.6657052,20.02293637
H80CS00421,412790,BPS-H80-004627,BLUFF CITY MEDICAL CENTER,229 Highway 19 E,Bluff City,TN,-82.27940899,36.4524206
H80CS00447,101050,BPS-H80-001421,ANIAK SUB-REGIONAL CLINIC,Morgan Rd,Aniak,AK,-159.5354006,61.57186714
H80CS00768,23710,BPS-H80-021481,The Institute for Family Health at 17th Street,230 W 17th St,New York,NY,-73.99976369,40.74106281
H80CS02450,15110,BPS-H80-003390,HAN FAMILY DENTAL,9 Main St,Lincoln,ME,-68.50441396,45.36247722
H80CS00138,90780,BPS-H80-019353,"Community Medical Centers, Weberstown Dental",83 W March Ln,Stockton,CA,-121.3072606,37.99523528
H80CS00187,413190,BPS-H80-019336,TCCH Sebastian River Walk Annex,13503 US Highway 1,Sebastian,FL,-80.48656252,27.83997702
H80CS00466,90030,BPS-H80-008904,Eloy Satellite,205 N Stuart Blvd,Eloy,AZ,-111.5518098,32.75155248
H80CS00658,44120,BPS-H80-003493,Canterberry Family Practice,502 N 27th St,Gadsden,AL,-86.04539666,34.02425785
H80CS00626,24270,BPS-H80-004878,Park Avenue Family Health Center,4196 Park Ave,Bronx,NY,-73.89940172,40.84706308
H80CS00670,71170,BPS-H80-015375,Community Health Care Inc. Clinton Clinic,925 S 4th St,Clinton,IA,-90.19313909,41.83623176
H80CS24198,06E00523,BPS-H80-012081,Daughters of Charity Health Center - Metairie,111 N Causeway Blvd,Metairie,LA,-90.15540748,29.97497384
H80CS00140,93030,BPS-H80-015778,Adelante Healthcare Surprise Same Day Clinic,15317 W Bell Rd Ste 100,Surprise,AZ,-112.390857,33.6386225
H80CS00057,10580,BPS-H80-001567,CENTRAL HEALTH CENTER,239 Cranston St,Providence,RI,-71.42740312,41.81377421
H80CS02326,91220,BPS-H80-031072,Mt. Pleasant SB Health Clinic,1650 S White Rd,San Jose,CA,-121.8102989,37.34653947
H80CS00141,93070,BPS-H80-010130,Mountain Park Health Center - Maryvale,6601 W Thomas Rd,Phoenix,AZ,-112.201622,33.48034253
H80CS00416,93590,BPS-H80-010326,United Community Health Center at Sahuarita Heights,2875 E Sahuarita Rd,Sahuarita,AZ,-110.9302589,31.95766626
H80CS00639,101030,BPS-H80-009225,YVFWC Toppenish Data Center,603 W 4th Ave,Toppenish,WA,-120.3196959,46.37139433
H80CS01133,106200,BPS-H80-030105,Jake's Place,6000 Kanakanak Rd,Dillingham,AK,-158.5365044,59.00101722
H80CS00708,33200,BPS-H80-021253,GPHA - Vare School-Based Health Suite,2100 S 24th St,Philadelphia,PA,-75.18641767,39.92647494
H80CS00849,28210,BPS-H80-009217,Bath Community Health,117 E Steuben St,Bath,NY,-77.31360292,42.33368778
H80CS00118,58470,BPS-H80-031203,PrimaryOne Health 4661 Sawmill Road,4661 Sawmill Rd Ste 101,Columbus,OH,-83.09336295,40.06335153
H80CS00542,102480,BPS-H80-009131,FHC Olympia Way Clinic,1717 Olympia Way,Longview,WA,-122.9397903,46.14073639
H80CS00571,10760,BPS-H80-013994,Amoskeag Health at 1245 Elm Street,1245 Elm St,Manchester,NH,-71.46343033,42.99596593
H80CS01442,911810,BPS-H80-000394,Medical Mobile Unit  Teen Van,660 S Fair Oaks Ave,Sunnyvale,CA,-122.0240907,37.36447028
H80CS00689,50360,BPS-H80-030625,Great Lakes Bay Health Centers Temporary Site,2300 Veterans Memorial Pkwy,Saginaw,MI,-83.90995067,43.46300033
H80CS08784,537600,BPS-H80-029906,School District of Barron-Riverview Middle School,135 W River Ave Rm 101,Barron,WI,-91.860251,45.40425704
H80CS00223,93190,BPS-H80-009511,Behavioral Family Support Services,22211 Foothill Blvd,Hayward,CA,-122.0860282,37.68049091
H80CS00313,21510,BPS-H80-002895,Hudson River HealthCare Dover Plains,3174 Route 22,Dover Plains,NY,-73.58146196,41.74134698
H80CS07914,218870,BPS-H80-021423,P.S. 335/M.S. 898,130 Rochester Ave,Brooklyn,NY,-73.92782953,40.67450304
H80CS00531,20070,BPS-H80-015597,Henry J. Austin Health Center at All Access Mental Health,819 Alexander Rd,Princeton,NJ,-74.63290416,40.31681932
H80CS00740,102900,BPS-H80-000325,ANNA LIVINGSTON MEMORIAL CLINIC,N Main St,Cold Bay,AK,-161.2033631,56.00090004
H80CS00064,21210,BPS-H80-014871,ODA Monticello Primary Health Care Center,60 Jefferson St Ste 1,Monticello,NY,-74.69577103,41.65992601
H80CS08755,452890,BPS-H80-014093,Mobile Van B,1295 W Fairfield Dr,Pensacola,FL,-87.23310755,30.44501247
H80CS00670,71170,BPS-H80-006060,Adult Rehabilitation Center,4001 N Brady St,Davenport,IA,-90.56796266,41.56203565
H80CS00260,91750,BPS-H80-002713,BIG VALLEY MEDICAL CENTER,554-850 Medical Center Dr,Bieber,CA,-121.13969,41.12033999
H80CS00230,90160,BPS-H80-003194,EL RIO SOUTHWEST HEALTH CENTERS,1500 W Commerce Ct,Tucson,AZ,-110.9963612,32.13306987
H80CS00470,47430,BPS-H80-031232,GHMS Canton Center,210 Oakside Ln,Canton,GA,-84.48911646,34.24702935
H80CS00002,10130,BPS-H80-005139,HCH Program at CMC Community Health Services Division,195 Mcgregor St,Manchester,NH,-71.47297821,42.99273529
H80CS00848,612740,BPS-H80-010236,Tahlequah Medical Center,1500 E Downing St Ste 214,Tahlequah,OK,-94.94819874,35.91536126
H80CS00696,92870,BPS-H80-013684,Chiricahua Community Health Center Douglas Administrative Building,1205 N F Ave,Douglas,AZ,-109.5529125,31.34690401
H80CS28967,09E01169,BPS-H80-021526,Hope Christian Health Center MLK,4040 N Martin L King Blvd Ste A,North Las Vegas,NV,-115.1619025,36.23307001
H80CS00833,32900,BPS-H80-009237,Parkview Ob/Gyn Health Center,841 E Hunting Park Ave,Philadelphia,PA,-75.11037014,40.01189775
H80CS26618,09E01051,BPS-H80-013276,HCHC - San Gabriel,923 S San Gabriel Blvd,San Gabriel,CA,-118.0909327,34.09080925
H80CS26635,03E01107,BPS-H80-014516,Stephen Klein Wellness Center,2144 Cecil B Moore Ave,Philadelphia,PA,-75.17078648,39.98032853
H80CS00763,44150,BPS-H80-005242,East Albany Medical Center,1712 E Broad Ave Ste A,Albany,GA,-84.10518598,31.57472301
H80CS00574,100570,BPS-H80-024582,CVCH Lee Elementary School Health Center,1455 N Baker Ave,East Wenatchee,WA,-120.2923094,47.4272786
H80CS00118,58470,BPS-H80-000718,PrimaryOne Health 3433 Agler Road,3433 Agler Rd Ste 2800,Columbus,OH,-82.91967156,40.02065504
H80CS26589,04E01089,BPS-H80-013145,Center for Family and Child Enrichment,1825 NW 167th St,Miami Gardens,FL,-80.2310876,25.92719434
H80CS08220,101250,BPS-H80-005892,ALLAKAKET HEALTH CLINIC,Main Rd,Allakaket,AK,-152.6441008,66.55286567
H80CS00423,40210,BPS-H80-030162,CFHC Mobile Unit 1,950 County Road 17A W,Avon Park,FL,-81.51177125,27.61751181
H80CS00006,11210,BPS-H80-000559,New England Center and Home for Veterans,17 Court St,Boston,MA,-71.05835404,42.35929802
H80CS00834,51750,BPS-H80-030695,ACCESS Hawthorne Official COVID-19 Site,3044 S Cicero Ave,Cicero,IL,-87.7438107,41.83691188
H80CS00108,50210,BPS-H80-005273,FAMILY HEALTH CARE - WHITE CLOUD,1035 E Wilcox Ave,White Cloud,MI,-85.77561698,43.55014752
H80CS00635,49100,BPS-H80-002941,WALNUT MEDICAL CENTER,531 Main St,Walnut,MS,-88.90060992,34.9446123
H80CS12858,9.00E+05,BPS-H80-014045,FHCCGLA Maywood Family Medical Center,4943 Slauson Ave,Maywood,CA,-118.1749544,33.98616139
H80CS28985,09E01214,BPS-H80-032315,CNHF-Coachella 2,1494 6th St,Coachella,CA,-116.1765704,33.67865626
H80CS00663,34060,BPS-H80-027586,Titusville Community Health Center,120 S Martin St,Titusville,PA,-79.6715674,41.62584344
H80CS00374,93160,BPS-H80-009837,ARROYO VISTA FAMILY HEALTH CENTER  ~  El Sereno Huntington Dr.,4837 Huntington Dr N,Los Angeles,CA,-118.1786948,34.08617821
H80CS00367,40600,BPS-H80-011942,West Whitesburg Elementary School Based Clinic,330 Parks St,Whitesburg,KY,-82.8317819,37.12037066
H80CS00145,98150,BPS-H80-008677,Ravenswood Family Dentistry,1805 Bay Rd,East Palo Alto,CA,-122.134515,37.47228398
H80CS00425,101650,BPS-H80-030787,FAMILY HEALTH SERVICES - BICKEL ELEMENTARY SCHOOL,607 2nd Ave E,Twin Falls,ID,-114.4623824,42.55163428
H80CS00443,10040,BPS-H80-007170,MIGRANT VOUCHER & MOBILE MEDICAL VAN NORTHERN ME,9 Green St,Augusta,ME,-69.77652535,44.31233112
H80CS00737,76290,BPS-H80-013117,OneWorld Northwest,4229 N 90th St,Omaha,NE,-96.05245365,41.29740787
H80CS00866,46680,BPS-H80-008191,Rural Health Group at Henderson and Dental,100 W Parkview Dr,Henderson,NC,-78.42735166,36.33777742
H80CS26191,02E01036,BPS-H80-029680,Housing Works Health Services III at W 37 Street,301 W 37th St Fl 4,New York,NY,-73.99232299,40.75433899
H80CS00532,32440,BPS-H80-000514,"HYNDMAN AREA HEALTH CENTER, INC.",144 5th Ave,Hyndman,PA,-78.71689654,39.81717617
H80CS26561,7.00E+251,BPS-H80-027427,Live Well Community Health Center- Orrick,100 Kirkham St,Orrick,MO,-94.12890429,39.2142831
H80CS00046,90830,BPS-H80-000471,SANTA BARBARA COUNTY PUBLIC HEALTH DEPARTMENT,345 Camino Del Remedio,Santa Barbara,CA,-119.7794572,34.44482336
H80CS00725,56420,BPS-H80-002832,LCHC Eye Clinic,3851 W Ogden Ave,Chicago,IL,-87.72172206,41.85198953
H80CS00084,40750,BPS-H80-006598,BOLTON-EDWARDS ELEM/MIDDLE SBC,W Frontage Rd,Jackson,MS,-90.14579774,32.39469106
H80CS00786,93640,BPS-H80-018753,Family HealthCare Network - Pixley Health Center,927 S Center St,Pixley,CA,-119.2915675,35.96573255
H80CS08785,452880,BPS-H80-021719,Carroll County Middle School,408 5th St,Carrollton,KY,-85.17952477,38.67777583
H80CS00080,34210,BPS-H80-013487,Community Care of Clarksburg,700 Oakmound Rd,Clarksburg,WV,-80.3725779,39.26620505
H80CS00316,63010,BPS-H80-010114,San Miguel Medical & Dental Clinic,18420 S Highway 28,La Mesa,NM,-106.7244377,32.14748733
H80CS00786,93640,BPS-H80-001820,Family HealthCare Network - Community Resource Building,323 W Putnam Ave,Porterville,CA,-119.0241112,36.06950459
H80CS00508,10850,BPS-H80-018477,Coos County Family Health Dental Clinic,73 Main St,Berlin,NH,-71.18239766,44.46862444
H80CS00326,12080,BPS-H80-010068,Trailblazers Academy/Domus Charter Schools SBHC,83 Lockwood Ave,Stamford,CT,-73.52145885,41.05334243
H80CS00370,63710,BPS-H80-003062,SCHS-St. Helena College and Career Academy,14340 Highway 37,Greensburg,LA,-90.67327672,30.82373647
H80CS00074,32560,BPS-H80-020921,Alder Street,425 Alder St,Scranton,PA,-75.66589007,41.39980861
H80CS00748,50060,BPS-H80-012553,Champaign-Urbana Public Health District WIC Clinic,520 E Wabash Ave,Rantoul,IL,-88.15108295,40.3069625
H80CS00205,63450,BPS-H80-000712,PRESBYTERIAN MEDICAL SERVICES,1422 Paseo De Peralta,Santa Fe,NM,-105.9446926,35.68137905
H80CS24131,05E00482,BPS-H80-030798,Temporary Site - Salem United Church of Christ,9717 S Kostner Ave,Oak Lawn,IL,-87.73090963,41.71592811
H80CS00434,20160,BPS-H80-002296,FOWLER HIGH SCHOOL SBHC,227 Magnolia St,Syracuse,NY,-76.17407447,43.04343013
H80CS00447,101050,BPS-H80-000496,KOTLIK CLINIC,#1 CLINIC ROAD GENERAL DELIV.,Kotlik,AK,-163.5517,63.0327
H80CS04287,67960,BPS-H80-027129,William Slider Middle School,11700 School Ln,El Paso,TX,-106.284743,31.76276246
H80CS00126,60950,BPS-H80-010561,"Regence Health Network, Inc. RMA - PAS",2601 Dimmitt Rd Ste 104B,Plainview,TX,-101.7312582,34.20695698
H80CS00731,70300,BPS-H80-003141,Northeast Family Health,104 E Jackson St,Edina,MO,-92.17501083,40.17036732
H80CS26631,2.00E+291,BPS-H80-032414,"Clay Avenue Health Center, Floor 1",1776 Clay Ave Fl 1,Bronx,NY,-73.90469749,40.84619547
H80CS00368,23600,BPS-H80-000298,M.S. 424,730 Bryant Ave,Bronx,NY,-73.88581599,40.81574238
H80CS00225,91540,BPS-H80-022329,Open Door Community Health Centers Administration,1275 8th St,Arcata,CA,-124.091766,40.86923284
H80CS28984,09E01195,BPS-H80-024926,Orchard Medical Center,555 6th St,Orange Cove,CA,-119.312463,36.62528149
H80CS28985,09E01214,BPS-H80-015666,Central Neighborhood Health Foundation,2614 S Grand Ave,Los Angeles,CA,-118.2725529,34.02599194
H80CS00672,62360,BPS-H80-027437,CommuniCare Health Centers - Leon Springs,21195 W Interstate 10 Ste 2101,San Antonio,TX,-98.61703211,29.63957798
H80CS00230,90160,BPS-H80-014393,St. Elizabeth's Health Center,140 W Speedway Blvd,Tucson,AZ,-110.9742423,32.23604519
H80CS00118,58470,BPS-H80-012684,PrimaryOne Health 1905 Parsons Avenue,1905 Parsons Ave,Columbus,OH,-82.98448831,39.9242088
H80CS26618,09E01051,BPS-H80-032246,HCHC-El Monte,3401 Aero Jet Ave,El Monte,CA,-118.0687775,34.07007099
H80CS00195,53320,BPS-H80-019335,Swansea Health Center,3214 N Illinois St,Swansea,IL,-89.98426477,38.55049311
H80CS08730,930080,BPS-H80-030739,Westside Family Health Center,3861 Sepulveda Blvd,Culver City,CA,-118.4160138,34.01137386
H80CS00742,90470,BPS-H80-032190,GVHC - McHenry Suite 565,1524 Mchenry Ave Ste 565,Modesto,CA,-120.9939266,37.66610455
H80CS06455,622480,BPS-H80-014091,"Midland Community Healthcare Services, PBCC Sattelite Clinic",401 E Illinois Ave,Midland,TX,-102.0704776,31.99972649
H80CS00377,11270,BPS-H80-004279,OPTIMUS Pacific House Shelter,597 Pacific St,Stamford,CT,-73.53763961,41.04480178
H80CS00093,42110,BPS-H80-024873,Blue Ridge Assisted Living and Memory Care,1600 Ballewtown Rd,Blue Ridge,GA,-84.33829811,34.84685921
H80CS04291,14580,BPS-H80-013395,Jackman Community Health Center,376 Main St,Jackman,ME,-70.24972125,45.62157006
H80CS00728,46450,BPS-H80-029784,Carolina Family Mobile Unit,303 Green St E,Wilson,NC,-77.90773686,35.72469162
H80CS00631,91230,BPS-H80-024681,La Cl�nica Dental at Children's Hospital Oakland,4881 Telegraph Ave,Oakland,CA,-122.2627578,37.83552607
H80CS24144,06E00491,BPS-H80-021340,Shortgrass Community Health Moblie1,400 E Sycamore St,Hollis,OK,-99.91435358,34.69565274
H80CS08756,1017440,BPS-H80-010893,Grand Peaks Dental - Saint Anthony,325 E Main St,Saint Anthony,ID,-111.67814,43.96641744
H80CS00222,93660,BPS-H80-021355,Bloomington Community Health Center Building 2,18651 Valley Blvd,Bloomington,CA,-117.397472,34.07045253
H80CS00827,38440,BPS-H80-012741,FamilyCare Health Center - Putnam Career & Technical Center,300 Roosevelt Blvd,Eleanor,WV,-81.92385478,38.53446662
H80CS00528,83430,BPS-H80-012123,Partnership Health Center Creamery Building,401 Railroad St W,Missoula,MT,-113.9962723,46.87733678
H80CS04287,67960,BPS-H80-012776,Ft. Hancock,561 Knox Ave,Fort Hancock,TX,-105.8490167,31.29511693
H80CS00610,45770,BPS-H80-003486,SEMINARY FAMILY HEALTH CENTER,100 Highway 535,Seminary,MS,-89.49253436,31.56184962
H80CS00506,48080,BPS-H80-014973,"McKinney Community Health Center, Inc.",711 Charles Gilman Jr Ave Ste B,Kingsland,GA,-81.64481788,30.79873572
H80CS29004,05E01170,BPS-H80-030795,Temporary Site-Howard Brown Health at TaskForce,9 N Cicero Ave,Chicago,IL,-87.7452509,41.88087089
H80CS00085,40780,BPS-H80-011049,Delta Health Center Searcy Medical Center Satellite,548 Rosemary Rd,Cleveland,MS,-90.7281801,33.76219732
H80CS00445,101020,BPS-H80-031117,Sea Mar CHC - Lynnwood 194th St. SW,4100 194th St SW Ste 120,Lynnwood,WA,-122.2886676,47.82286768
H80CS00423,40210,BPS-H80-030382,CFHC IT and QI,200 Avenue B NW,Winter Haven,FL,-81.72923352,28.02392888
H80CS00449,31230,BPS-H80-010462,"Clinch River Health Services, Inc.",17285 Veterans Memorial Hwy,Dungannon,VA,-82.49440489,36.81681852
H80CS26610,09E01096,BPS-H80-013158,Morongo Basin Community Health Center-YV,58375 29 Palms Hwy Ste A,Yucca Valley,CA,-116.3901665,34.13129832
H80CS12870,4.00E+24,BPS-H80-008390,Happy Valley Medical Center,1345 NC Highway 268,Lenoir,NC,-81.55296577,35.98906451
H80CS24197,06E00522,BPS-H80-014250,HSNT Wylie Children's Medical Clinic,303 S Highway 78 Ste 106,Wylie,TX,-96.5423431,33.01019832
H80CS00792,50840,BPS-H80-002159,FAMILY HEALTH CENTER/MARSHFIELD CLINIC-CHIPPEWA FALLS CENTER,2655 County Highway I,Chippewa Falls,WI,-91.35973785,44.95161007
H80CS00372,25320,BPS-H80-029797,Lena Schulterbrandt Health Center at Sunshine Mall,1 Estate Cane,Frederiksted,VI,-64.86204,17.70514998
H80CS00132,71670,BPS-H80-032630,COMC School of the Osage School Site,1501 School Rd,Lake Ozark,MO,-92.64032469,38.19653173
H80CS00299,612230,BPS-H80-010790,HealthPoint Somerville,600 Memory Ln,Somerville,TX,-96.52871304,30.344418
H80CS00402,53160,BPS-H80-015156,HILLMAN HIGH SCHOOL,26042 M 32 S,Hillman,MI,-83.90081884,45.04653027
H80CS00620,21040,BPS-H80-007155,"Migrant Health Center, Western Region Inc. Mobile Unit",392 Calle Dr Ramon E Betances S,Mayaguez,PR,-67.14291829,18.18490552
H80CS00427,40390,BPS-H80-000842,MedLink Banks,1244 Historic Homer Hwy,Homer,GA,-83.50302847,34.32185649
H80CS00619,40670,BPS-H80-003755,HOPE FAMILY MEDICAL CENTER,940 Parkway Dr,Salyersville,KY,-83.05680584,37.74494095
H80CS00407,412810,BPS-H80-010681,TFHC #22 - West Shore,3901 S West Shore Blvd,Tampa,FL,-82.52677454,27.90782108
H80CS00521,24490,BPS-H80-008812,North Hudson Community Action Corporation- Corporate Headquarters,800 31st St,Union City,NJ,-74.03361602,40.77357894
H80CS00742,90470,BPS-H80-004207,GVHC - Hanshaw,1717 Las Vegas St,Modesto,CA,-121.0027941,37.60530753
H80CS00719,68160,BPS-H80-000192,Waco Family Medicine � Bellmead,3400 Bellmead Dr,Waco,TX,-97.09813101,31.59265701
H80CS00142,93110,BPS-H80-030607,AltaMed Pharmacy - Goodrich,972 Goodrich Blvd Rm 100,Commerce,CA,-118.1545086,34.0179864
